Operating permit number,Address,Mechanical system type,Current system status,Permit renewal date,Voluntary participant,Date of most recent report,Legionella pneumophila,Marker colour,Escherichia coli,Turbidity,Temperature,Total Suspended Solids,Benzene,Toluene,Ethylbenzene,Xylenes Total,EOCP certification number,Geom,Geo Local Area,Water quality reports link,geo_point_2d
OP-2020-01109,"3588 SAWMILL CRESCENT, Vancouver, BC V1V 1V1",Decorative Water Feature,Inactive,1/27/2026,N,9/26/2023,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.0273299,49.2061665],""type"":""Point""}",Killarney,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01109,"49.2061665, -123.0273299"
OP-2020-01120,"1455 HOWE STREET, Vancouver, BC V6Z 1C2",Decorative Water Feature,Active,1/27/2026,N,1/6/2025,0,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1313224,49.2754356],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01120,"49.2754356, -123.1313224"
OP-2020-01122,"1331 ALBERNI STREET, Vancouver, BC V6E 4S1",Decorative Water Feature,Active,9/15/2025,N,8/28/2024,0,blue,,,,,,,,,1001336,"{""coordinates"":[-123.127898,49.2883507],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01122,"49.2883507, -123.127898"
OP-2020-01124,"8031 NUNAVUT LANE, Vancouver, BC",Decorative Water Feature,Inactive,9/15/2025,N,12/2/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1165071,49.2113746],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01124,"49.2113746, -123.1165071"
OP-2020-01132,"605 EXPO BOULEVARD, Vancouver, BC V6B 1V4",Cooling Tower,Active,9/20/2025,N,2/6/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.110191,49.2787],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01132,"49.2787, -123.110191"
OP-2020-01134,"773 BEATTY STREET, Vancouver, BC",Decorative Water Feature,Inactive,9/20/2025,N,2/1/2025,,blue,,,,,,,,,50116,"{""coordinates"":[-123.1135755,49.278196],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01134,"49.278196, -123.1135755"
OP-2020-01110,"3228 TUPPER STREET, Vancouver, BC V5Z 4S7",Decorative Water Feature,Active,9/8/2025,N,1/15/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1155744,49.2564427],""type"":""Point""}",South Cambie,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01110,"49.2564427, -123.1155744"
OP-2020-01123,"288 E BROADWAY, Vancouver, BC V5T 1W3",Cooling Tower,Active,9/15/2025,N,1/30/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.0991283,49.2627988],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01123,"49.2627988, -123.0991283"
OP-2020-01118,"1483 HOMER STREET, Vancouver, BC V6Z 3C7",Decorative Water Feature,Inactive,1/27/2026,N,11/5/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1267626,49.2720717],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01118,"49.2720717, -123.1267626"
OP-2020-01128,"1756 PANDORA STREET, Vancouver, BC V5L 1M1",Cooling Tower,Active,9/17/2025,N,2/13/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.0691156,49.2828168],""type"":""Point""}",Grandview-Woodland,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01128,"49.2828168, -123.0691156"
OP-2020-01129,"1796 PANDORA STREET, Vancouver, BC",Cooling Tower,Active,9/17/2025,N,2/13/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.0683604,49.2830306],""type"":""Point""}",Grandview-Woodland,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01129,"49.2830306, -123.0683604"
OP-2020-01143,"520 W 6TH AVENUE, Vancouver, BC V5Z 1A1",Cooling Tower,Active,9/23/2025,N,2/5/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1157223,49.2655531],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01143,"49.2655531, -123.1157223"
OP-2020-01145,"1283 HOWE STREET, Vancouver, BC V6Z 0E3",Decorative Water Feature,Inactive,1/27/2026,N,1/16/2023,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1286297,49.2772014],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01145,"49.2772014, -123.1286297"
OP-2020-01155,"674 GRANVILLE STREET, Vancouver, BC V6C 1Z6",Cooling Tower,Inactive,9/29/2025,N,10/9/2024,,blue,,,,,,,,,1001332,"{""coordinates"":[-123.1171004,49.2825056],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01155,"49.2825056, -123.1171004"
OP-2020-01159,"670 MILLBANK, Vancouver, BC",Decorative Water Feature,Inactive,9/30/2025,N,10/21/2021,,blue,,,,,,,,,50342,"{""coordinates"":[-123.1192064,49.2674116],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01159,"49.2674116, -123.1192064"
OP-2020-01165,"1001 W BROADWAY, Vancouver, BC V6H 4B1",Cooling Tower,Active,10/4/2025,N,1/3/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1271155,49.2637133],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01165,"49.2637133, -123.1271155"
OP-2020-01172,"1331 HOMER STREET, Vancouver, BC V6B 5M5",Decorative Water Feature,Inactive,10/8/2025,N,11/1/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1259731,49.273726],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01172,"49.273726, -123.1259731"
OP-2020-01160,"1499 W PENDER STREET, Vancouver, BC V6G 0A7",Decorative Water Feature,Active,9/30/2025,N,12/24/2024,0,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1280453,49.2899669],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01160,"49.2899669, -123.1280453"
OP-2020-01169,"1077 W CORDOVA STREET, Vancouver, BC V6C 2C6",Cooling Tower,Inactive,10/5/2025,N,11/1/2024,,blue,,,,,,,,,50116,"{""coordinates"":[-123.1180575,49.2885569],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01169,"49.2885569, -123.1180575"
OP-2020-01193,"1745 W 8TH AVENUE, Vancouver, BC V6J 4T3",Cooling Tower,Inactive,10/14/2025,N,10/15/2021,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1440012,49.2650172],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01193,"49.2650172, -123.1440012"
OP-2020-01318,"1009 EXPO BOULEVARD, Vancouver, BC V6Z 2V9",Decorative Water Feature,Inactive,11/3/2025,N,10/28/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1177475,49.275191],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01318,"49.275191, -123.1177475"
OP-2020-01319,"1009 EXPO BOULEVARD, Vancouver, BC V6Z 2V9",Decorative Water Feature,Inactive,11/3/2025,N,8/1/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1177475,49.275191],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01319,"49.275191, -123.1177475"
OP-2020-01313,"999 W BROADWAY, Vancouver, BC V5Z 1K5",Cooling Tower,Active,3/18/2025,N,10/7/2024,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1260888,49.2638751],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01313,"49.2638751, -123.1260888"
OP-2020-01321,"100 N RENFREW STREET, Vancouver, BC",Cooling Tower,Active,1/19/2026,N,2/6/2025,0,blue,,,,,,,,,1001656,"{""coordinates"":[-123.0439451,49.2877587],""type"":""Point""}",Hastings-Sunrise,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01321,"49.2877587, -123.0439451"
OP-2020-01336,"1180 HOMER STREET, Vancouver, BC V6B 2X6",Building Water Treatment System,Active,12/16/2025,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1225896,49.2753292],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01336,"49.2753292, -123.1225896"
OP-2020-01338,"420 W 16TH AVENUE, Vancouver, BC V5Y 1Z3",Building Water Treatment System,Active,12/16/2025,N,,,blue,,,,,,,,,1001380,"{""coordinates"":[-123.1134109,49.256556],""type"":""Point""}",Riley Park,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01338,"49.256556, -123.1134109"
OP-2020-01345,"900 W HASTINGS STREET, Vancouver, BC V6C 1E5",Cooling Tower,Active,1/26/2026,N,2/6/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1162627,49.2864734],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01345,"49.2864734, -123.1162627"
OP-2020-01346,"1127 BARCLAY STREET, Vancouver, BC V6E 4C6",Building Water Treatment System,Active,12/29/2025,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1275793,49.2839558],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01346,"49.2839558, -123.1275793"
OP-2021-00002,"1128 W HASTINGS STREET, Vancouver, BC V6E 4R5",Cooling Tower,Active,1/6/2026,N,2/7/2025,0,blue,,,,,,,,,159127,"{""coordinates"":[-123.1208433,49.2879647],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00002,"49.2879647, -123.1208433"
OP-2021-00003,"555 ABBOTT STREET, Vancouver, BC V6B 6B8",Building Water Treatment System,Active,1/6/2026,N,,,blue,,,,,,,,,1001379,"{""coordinates"":[-123.1086832,49.2801818],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00003,"49.2801818, -123.1086832"
OP-2020-01328,"1818 CORNWALL AVENUE, Vancouver, BC V6J 1C7",Cooling Tower,Active,11/6/2025,N,1/14/2025,0,blue,,,,,,,,,ASSE 50116,"{""coordinates"":[-123.1470757,49.271989],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01328,"49.271989, -123.1470757"
OP-2020-01330,"575 W 8TH AVENUE, Vancouver, BC",Cooling Tower,Active,12/16/2025,N,1/7/2025,0,blue,,,,,,,,,1001322,"{""coordinates"":[-123.1169686,49.2642022],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01330,"49.2642022, -123.1169686"
OP-2020-01339,"1833 CROWE STREET, Vancouver, BC V5Y 0A2",Building Water Treatment System,Active,12/16/2025,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.112706,49.268544],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01339,"49.268544, -123.112706"
OP-2021-00010,"88 E 1ST AVENUE, Vancouver, BC V5T 1A1",Cooling Tower,Active,1/11/2026,N,1/2/2025,0,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1031269,49.2699086],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00010,"49.2699086, -123.1031269"
OP-2021-00014,"401 W GEORGIA STREET, Vancouver, BC V6B 5A1",Cooling Tower,Active,11/8/2025,N,1/14/2025,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.114603,49.28134],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00014,"49.28134, -123.114603"
OP-2021-00021,"800 HORNBY STREET, Vancouver, BC",Decorative Water Feature,Inactive,11/30/2025,Y,,,grey,,,,,,,,,157707,"{""coordinates"":[-123.1219894,49.2821226],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00021,"49.2821226, -123.1219894"
OP-2021-00037,"333 SEYMOUR STREET, Vancouver, BC V6B 5A6",Cooling Tower,Active,11/8/2025,N,1/29/2025,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1124581,49.2853268],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00037,"49.2853268, -123.1124581"
OP-2021-00050,"277 THURLOW STREET, Vancouver, BC V6C 0C1",Decorative Water Feature,Active,2/28/2026,N,2/5/2025,0,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1191368,49.2888829],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00050,"49.2888829, -123.1191368"
OP-2021-00106,"5693 ELIZABETH STREET, Vancouver, BC V5Y 3K1",Cooling Tower,Active,1/27/2026,N,11/7/2024,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.11254,49.2336892],""type"":""Point""}",Riley Park,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00106,"49.2336892, -123.11254"
OP-2021-00025,"1132 HAMILTON STREET, Vancouver, BC V6B 2S2",Cooling Tower,Active,1/25/2026,N,1/9/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1215179,49.2753277],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00025,"49.2753277, -123.1215179"
OP-2021-00036,"1081 BURRARD STREET, Vancouver, BC V6Z 1Y6",Cooling Tower,Active,1/31/2026,N,1/17/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1289132,49.2806136],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00036,"49.2806136, -123.1289132"
OP-2021-00039,"798 GRANVILLE STREET, Vancouver, BC V6Z 3C3",Cooling Tower,Inactive,2/2/2026,N,11/25/2024,0,blue,,,,,,,,,1001332,"{""coordinates"":[-123.1190175,49.2815119],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00039,"49.2815119, -123.1190175"
OP-2021-00121,"3077 GRANVILLE STREET, Vancouver, BC V6H 3J9",Cooling Tower,Inactive,5/6/2025,N,10/30/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1391695,49.2582689],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00121,"49.2582689, -123.1391695"
OP-2021-00157,"1975 MCLEAN DRIVE, Vancouver, BC V5N 3J7",Cooling Tower,Active,6/8/2025,N,10/11/2024,0,blue,,,,,,,,,,"{""coordinates"":[-123.0762305,49.2671927],""type"":""Point""}",Grandview-Woodland,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00157,"49.2671927, -123.0762305"
OP-2021-00043,"822 SEYMOUR STREET, Vancouver, BC V6B 1L7",Decorative Water Feature,Active,1/27/2026,N,1/22/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1189085,49.2803921],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00043,"49.2803921, -123.1189085"
OP-2021-00091,"928 BEATTY STREET, Vancouver, BC V6Z 3G6",Building Water Treatment System,Active,4/13/2026,N,,,blue,,,,,,,,,1001379,"{""coordinates"":[-123.115633,49.2758281],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00091,"49.2758281, -123.115633"
OP-2021-00093,"177 ROBSON STREET, Vancouver, BC V6B 0N3",Cooling Tower,Active,4/18/2025,N,12/12/2024,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1142411,49.2783219],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00093,"49.2783219, -123.1142411"
OP-2021-00176,"900 W HASTINGS STREET, Vancouver, BC V6C 1E5",Cooling Tower,Inactive,6/28/2025,N,10/25/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1162627,49.2864734],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00176,"49.2864734, -123.1162627"
OP-2021-00199,"520 E 1ST AVENUE, Vancouver, BC V5T 0H2",Cooling Tower,Active,8/9/2025,N,9/12/2024,0,blue,,,,,,,,,ASSE 50103,"{""coordinates"":[-123.092157,49.2675869],""type"":""Point""}",Strathcona,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00199,"49.2675869, -123.092157"
OP-2021-00200,"1880 W 2ND AVENUE, Vancouver, BC V6J 1H9",Building Water Treatment System,Active,8/10/2025,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1475136,49.2695597],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00200,"49.2695597, -123.1475136"
OP-2021-00207,"1205 W HASTINGS STREET, Vancouver, BC V6E 4T7",Cooling Tower,Inactive,8/24/2025,N,11/21/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.122952,49.2892008],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00207,"49.2892008, -123.122952"
OP-2021-00218,"601 W HASTINGS STREET, Vancouver, BC V6B 1M8",Decorative Water Feature,Inactive,10/4/2025,N,11/13/2024,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1127945,49.2850026],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00218,"49.2850026, -123.1127945"
OP-2021-00102,"1438 RICHARDS STREET, Vancouver, BC V6Z 3B8",Decorative Water Feature,Inactive,1/27/2026,N,10/20/2023,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1276686,49.2731947],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00102,"49.2731947, -123.1276686"
OP-2021-00145,"2445 W 3RD AVENUE, Vancouver, BC V6K 4K6",Decorative Water Feature,Inactive,6/1/2025,N,12/2/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1608643,49.2693983],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00145,"49.2693983, -123.1608643"
OP-2021-00150,"8592 FRASER STREET, Vancouver, BC",Cooling Tower,Active,6/2/2025,N,1/9/2025,0,blue,,,,,,,,,1002573,"{""coordinates"":[-123.0911792,49.2063038],""type"":""Point""}",Sunset,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00150,"49.2063038, -123.0911792"
OP-2021-00152,"410 W GEORGIA STREET, Vancouver, BC V6B 1Z3",Cooling Tower,Active,6/7/2025,N,1/8/2025,0,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1158925,49.2809379],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00152,"49.2809379, -123.1158925"
OP-2021-00222,"1110 HOWE STREET, Vancouver, BC V6Z 1R2",Cooling Tower,Inactive,9/27/2025,N,10/7/2024,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1257821,49.2783596],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00222,"49.2783596, -123.1257821"
OP-2021-00236,"1055 CANADA PLACE, Vancouver, BC V6C 0C3",Rainwater Harvesting/Alternative Water Systems,Active,10/31/2025,Y,,,grey,,,,,,,,,,"{""coordinates"":[-123.1161647,49.2895962],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00236,"49.2895962, -123.1161647"
OP-2021-00255,"1338 W BROADWAY, Vancouver, BC",Cooling Tower,Inactive,6/7/2025,N,11/20/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1347159,49.2632128],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00255,"49.2632128, -123.1347159"
OP-2021-00257,"4932 CAMBIE STREET, Vancouver, BC V5Z 2Z5",Cooling Tower,Inactive,6/7/2025,N,11/25/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1182114,49.2406636],""type"":""Point""}",Riley Park,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00257,"49.2406636, -123.1182114"
OP-2021-00259,"777 PACIFIC BOULEVARD, Vancouver, BC",Cooling Tower,Active,12/1/2025,Y,,,grey,,,,,,,,,,"{""coordinates"":[-123.1117401,49.2754636],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00259,"49.2754636, -123.1117401"
OP-2021-00265,"509 RICHARDS STREET, Vancouver, BC V6B 2Z6",Cooling Tower,Active,12/15/2025,N,9/17/2024,0,blue,,,,,,,,,ASSE 50116,"{""coordinates"":[-123.1134788,49.2832825],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00265,"49.2832825, -123.1134788"
OP-2021-00278,"549 HOWE STREET, Vancouver, BC V6C 2C2",Cooling Tower,Inactive,12/16/2025,N,1/28/2025,0,blue,,,,,,,,,1001322,"{""coordinates"":[-123.1169495,49.2849335],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00278,"49.2849335, -123.1169495"
OP-2021-00161,"535 GRANVILLE STREET, Vancouver, BC V6C 1X6",Cooling Tower,Inactive,6/9/2025,N,11/28/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1157705,49.2844426],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00161,"49.2844426, -123.1157705"
OP-2021-00171,"1395 GRANDVIEW HIGHWAY NORTH, Vancouver, BC V5N 1N2",Cooling Tower,Active,6/8/2025,N,2/12/2025,0,blue,,,,,,,,,,"{""coordinates"":[-123.0761157,49.2661807],""type"":""Point""}",Grandview-Woodland,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00171,"49.2661807, -123.0761157"
OP-2021-00183,"2288 W 40TH AVENUE, Vancouver, BC V6M 1W6",Decorative Water Feature,Inactive,7/20/2025,N,10/31/2023,,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1595852,49.2353169],""type"":""Point""}",Arbutus Ridge,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00183,"49.2353169, -123.1595852"
