Operating permit number,Address,Mechanical system type,Current system status,Permit renewal date,Voluntary participant,Date of most recent report,Legionella pneumophila,Marker colour,Escherichia coli,Turbidity,Temperature,Total Suspended Solids,Benzene,Toluene,Ethylbenzene,Xylenes Total,EOCP certification number,Geom,Geo Local Area,Water quality reports link,geo_point_2d
OP-2020-00794,"805 W BROADWAY, Vancouver, BC V5Z 1K1",Cooling Tower,Inactive,6/7/2025,N,11/7/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1222458,49.2638177],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00794,"49.2638177, -123.1222458"
OP-2020-00822,"2052 W 41ST AVENUE, Vancouver, BC V6M 1Y8",Cooling Tower,Inactive,6/14/2025,N,9/30/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.153788,49.2342543],""type"":""Point""}",Kerrisdale,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00822,"49.2342543, -123.153788"
OP-2020-00837,"333 DUNSMUIR STREET, Vancouver, BC V6B 5R4",Cooling Tower,Active,10/31/2025,Y,,,grey,,,,,,,,,,"{""coordinates"":[-123.112625,49.2817645],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00837,"49.2817645, -123.112625"
OP-2020-00812,"990 HOMER STREET, Vancouver, BC V6B 2W7",Cooling Tower,Inactive,6/10/2025,N,11/4/2024,,blue,,,,,,,,,1001336,"{""coordinates"":[-123.119594,49.277321],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00812,"49.277321, -123.119594"
OP-2020-00853,"409 GRANVILLE STREET, Vancouver, BC V6C 1T2",Cooling Tower,Active,6/21/2025,N,12/2/2024,,blue,,,,,,,,,,"{""coordinates"":[-123.1145449,49.2853646],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00853,"49.2853646, -123.1145449"
OP-2020-00880,"845 BURRARD STREET, Vancouver, BC V6Z 2K6",Cooling Tower,Active,7/7/2025,N,2/10/2025,1,blue,,,,,,,,,1001332,"{""coordinates"":[-123.1240236,49.2830055],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00880,"49.2830055, -123.1240236"
OP-2020-00876,"909 BURRARD STREET, Vancouver, BC V6Z 2N2",Cooling Tower,Active,7/2/2025,N,2/5/2025,0,blue,,,,,,,,,50342,"{""coordinates"":[-123.1251959,49.2824963],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00876,"49.2824963, -123.1251959"
OP-2020-00980,"1077 GREAT NORTHERN WAY, Vancouver, BC V5T 1E1",Rainwater Harvesting/Alternative Water Systems,Inactive,11/9/2025,N,12/12/2022,,blue,,,,,,,,,1001368,"{""coordinates"":[-123.0821194,49.2659649],""type"":""Point""}",Strathcona,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00980,"49.2659649, -123.0821194"
OP-2020-00884,"2102 W 48TH AVENUE, Vancouver, BC V6M 2P5",Cooling Tower,Active,6/7/2025,N,2/5/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1558392,49.2280918],""type"":""Point""}",Kerrisdale,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00884,"49.2280918, -123.1558392"
OP-2020-00941,"1010 E 17TH AVENUE, Vancouver, BC V5V 0A6",Rainwater Harvesting/Alternative Water Systems,Active,7/16/2025,N,9/19/2024,<10,blue,<1,0.31,19,,,,,,,"{""coordinates"":[-123.0826876,49.2549639],""type"":""Point""}",Kensington-Cedar Cottage,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00941,"49.2549639, -123.0826876"
OP-2020-00959,"930 CAMBIE STREET, Vancouver, BC V6B 5X6",Decorative Water Feature,Active,7/20/2025,N,1/10/2025,0,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1165973,49.2766735],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00959,"49.2766735, -123.1165973"
OP-2020-00883,"2033 W 10TH AVENUE, Vancouver, BC V6H 0H1",Cooling Tower,Inactive,7/8/2025,N,11/18/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1515101,49.263099],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00883,"49.263099, -123.1515101"
OP-2020-00914,"1050 SMITHE STREET, Vancouver, BC V6E 4T4",Decorative Water Feature,Active,7/9/2025,N,1/29/2025,0,blue,,,,,,,,,1001364,"{""coordinates"":[-123.125599,49.2833086],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00914,"49.2833086, -123.125599"
OP-2020-00937,"1331 W GEORGIA STREET, Vancouver, BC V6E 4P1",Decorative Water Feature,Active,7/14/2025,N,1/10/2025,0,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1268527,49.2885841],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00937,"49.2885841, -123.1268527"
OP-2020-00965,"1139 W CORDOVA STREET, Vancouver, BC V6C 0A2",Decorative Water Feature,Inactive,7/22/2025,N,5/1/2023,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1199677,49.2890042],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00965,"49.2890042, -123.1199677"
OP-2020-00966,"980 HOWE STREET, Vancouver, BC V6Z 1N9",Rainwater Harvesting/Alternative Water Systems,Inactive,1/25/2026,N,12/22/2021,,blue,,,,,,,,,50103,"{""coordinates"":[-123.1233318,49.2799787],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00966,"49.2799787, -123.1233318"
OP-2020-00976,"188 AQUARIUS MEWS, Vancouver, BC",Decorative Water Feature,Inactive,2/1/2026,N,1/1/2025,,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1190406,49.2738238],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00976,"49.2738238, -123.1190406"
OP-2020-00968,"1088 BURRARD STREET, Vancouver, BC V6Z 2R9",Cooling Tower,Active,2/1/2026,N,1/29/2025,0,blue,,,,,,,,,1001385,"{""coordinates"":[-123.1265098,49.2801444],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00968,"49.2801444, -123.1265098"
OP-2020-00985,"6333 WEST BOULEVARD, Vancouver, BC V1V 1V1",Cooling Tower,Inactive,6/7/2025,N,12/2/2024,,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1558253,49.2287002],""type"":""Point""}",Kerrisdale,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00985,"49.2287002, -123.1558253"
OP-2020-00987,"1055 CANADA PLACE, Vancouver, BC V6C 0C3",Decorative Water Feature,Active,10/31/2025,Y,,,grey,,,,,,,,,7721,"{""coordinates"":[-123.1161647,49.2895962],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00987,"49.2895962, -123.1161647"
OP-2020-01013,"1130 W PENDER STREET, Vancouver, BC V6E 2R9",Decorative Water Feature,Inactive,8/5/2025,N,10/18/2024,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1216511,49.2875719],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01013,"49.2875719, -123.1216511"
OP-2020-01002,"809 W 41ST AVENUE, Vancouver, BC V5Z 2N6",Cooling Tower,Inactive,8/3/2025,N,11/19/2024,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1243196,49.2341301],""type"":""Point""}",South Cambie,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01002,"49.2341301, -123.1243196"
OP-2020-01007,"1530 W 8TH AVENUE, Vancouver, BC V6J 5M6",Building Water Treatment System,Active,8/4/2025,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1398156,49.2642759],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01007,"49.2642759, -123.1398156"
OP-2020-01023,"1069 ALBERNI STREET, Vancouver, BC V6E 1A1",Cooling Tower,Active,8/6/2025,N,12/6/2024,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1224932,49.2848562],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01023,"49.2848562, -123.1224932"
OP-2020-01024,"1069 ALBERNI STREET, Vancouver, BC V6E 1A1",Cooling Tower,Active,8/6/2025,N,12/6/2024,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1224932,49.2848562],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01024,"49.2848562, -123.1224932"
OP-2020-01028,"666 BURRARD STREET, Vancouver, BC V6C 2X8",Decorative Water Feature,Active,9/30/2025,N,1/31/2025,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1193112,49.2849695],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01028,"49.2849695, -123.1193112"
OP-2020-01030,"111 W GEORGIA STREET, Vancouver, BC V6B 1T8",Decorative Water Feature,Active,1/27/2026,N,10/2/2024,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.110191,49.2787],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01030,"49.2787, -123.110191"
OP-2020-01031,"638 W 45TH AVENUE, Vancouver, BC V5Z 4R8",Decorative Water Feature,Inactive,8/14/2025,N,6/20/2022,,blue,,,,,,,,,,"{""coordinates"":[-123.118795,49.2293526],""type"":""Point""}",Oakridge,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01031,"49.2293526, -123.118795"
OP-2020-01037,"1018 CAMBIE STREET, Vancouver, BC V6B 6J6",Decorative Water Feature,Inactive,8/12/2025,N,10/28/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1177475,49.275191],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01037,"49.275191, -123.1177475"
OP-2020-01043,"700 HAMILTON STREET, Vancouver, BC V6B 2R5",Cooling Tower,Active,8/12/2025,N,1/24/2025,0,blue,,,,,,,,,1001823,"{""coordinates"":[-123.1146353,49.279053],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01043,"49.279053, -123.1146353"
OP-2020-01099,"601 W BROADWAY, Vancouver, BC V5Z 4C2",Cooling Tower,Inactive,8/31/2025,N,11/15/2024,,blue,,,,,,,,,59863,"{""coordinates"":[-123.1185654,49.2635754],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01099,"49.2635754, -123.1185654"
OP-2020-01101,"590 NICOLA STREET, Vancouver, BC V6G 3J8",Building Water Treatment System,Active,9/2/2025,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1271818,49.2905924],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01101,"49.2905924, -123.1271818"
OP-2020-01115,"1068 W BROADWAY, Vancouver, BC V6H 0A7",Decorative Water Feature,Inactive,9/10/2025,N,11/15/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1281551,49.2631195],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01115,"49.2631195, -123.1281551"
OP-2020-01117,"858 BEATTY STREET, Vancouver, BC V6B 1C1",Cooling Tower,Active,4/2/2026,N,12/5/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1145828,49.2765836],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01117,"49.2765836, -123.1145828"
OP-2020-01138,"450 SW MARINE DRIVE, Vancouver, BC V5X 0C3",Decorative Water Feature,Active,9/22/2025,N,1/15/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1161309,49.209698],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01138,"49.209698, -123.1161309"
OP-2020-01154,"7102 MONT ROYAL SQUARE, Vancouver, BC V5S 4X5",Decorative Water Feature,Inactive,9/28/2025,N,7/17/2024,,blue,,,,,,,,,1001618,"{""coordinates"":[-123.0372932,49.2185769],""type"":""Point""}",Killarney,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01154,"49.2185769, -123.0372932"
OP-2020-01173,"1331 HOMER STREET, Vancouver, BC V6B 5M5",Decorative Water Feature,Active,10/12/2025,N,1/29/2025,0,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1259731,49.273726],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01173,"49.273726, -123.1259731"
OP-2020-01150,"1380 BURRARD STREET, Vancouver, BC V6Z 2H3",Cooling Tower,Active,1/28/2026,N,12/30/2024,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1315506,49.2768557],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01150,"49.2768557, -123.1315506"
OP-2020-01168,"338 W 6TH AVENUE, Vancouver, BC V5Y 1K9",Cooling Tower,Active,10/31/2025,Y,,,grey,,,,,,,,,,"{""coordinates"":[-123.1115254,49.2654409],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01168,"49.2654409, -123.1115254"
OP-2020-01174,"808 BUTE STREET, Vancouver, BC V6E 1Y4",Cooling Tower,Active,10/13/2025,N,1/6/2025,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1269817,49.2856152],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01174,"49.2856152, -123.1269817"
OP-2020-01322,"8675 BARNARD STREET, Vancouver, BC",Cooling Tower,Active,11/17/2025,N,2/14/2025,0,blue,,,,,,,,,1002257,"{""coordinates"":[-123.1452566,49.2075037],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01322,"49.2075037, -123.1452566"
OP-2021-00032,"1056 COMOX STREET, Vancouver, BC V6Z 1Y6",Cooling Tower,Inactive,1/31/2026,N,10/22/2024,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1292598,49.2818588],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00032,"49.2818588, -123.1292598"
OP-2021-00016,"402 DUNSMUIR STREET, Vancouver, BC V1V 1V1",Cooling Tower,Active,11/8/2025,N,1/24/2025,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1140117,49.2820326],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00016,"49.2820326, -123.1140117"
OP-2021-00026,"425 CARRALL STREET, Vancouver, BC V6B 6E3",Cooling Tower,Inactive,1/26/2026,N,11/8/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1050291,49.2810386],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00026,"49.2810386, -123.1050291"
OP-2021-00028,"800 SMITHE STREET, Vancouver, BC V6Z 2E1",Cooling Tower,Active,11/30/2025,Y,,,grey,,,,,,,,,1001802,"{""coordinates"":[-123.1228502,49.2813169],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2021-00028,"49.2813169, -123.1228502"
OP-2020-00453,"1210 W 8TH AVENUE #405, Vancouver, BC V6H 3Y9",Decorative Water Feature,Active,3/1/2025,N,1/8/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.132102,49.2641612],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00453,"49.2641612, -123.132102"
OP-2020-00459,"1122 MAINLAND STREET, Vancouver, BC V6B 5L1",Cooling Tower,Inactive,8/31/2025,N,11/13/2024,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.12069,49.2751615],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00459,"49.2751615, -123.12069"
OP-2020-00490,"5687 YEW STREET, Vancouver, BC V6M 3Y2",Cooling Tower,Inactive,3/10/2026,N,11/25/2024,,blue,,,,,,,,,ASSE 50103,"{""coordinates"":[-123.1581027,49.2348635],""type"":""Point""}",Arbutus Ridge,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00490,"49.2348635, -123.1581027"
OP-2020-00483,"401 BURRARD STREET, Vancouver, BC V6C 3R2",Cooling Tower,Active,11/30/2025,Y,,,grey,,,,,,,,,50103,"{""coordinates"":[-123.1178324,49.2870917],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00483,"49.2870917, -123.1178324"
OP-2020-00497,"VANCOUVER AQUARIUM - 845 AVISON WAY, Vancouver, BC",Cooling Tower,Inactive,3/11/2026,N,11/20/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1407407,49.2956269],""type"":""Point""}",,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00497,"49.2956269, -123.1407407"
OP-2020-00500,"111 E 1ST AVENUE, Vancouver, BC",Decorative Water Feature,Inactive,3/11/2025,N,11/1/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1021017,49.2704846],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00500,"49.2704846, -123.1021017"
OP-2020-00503,"988 RICHARDS STREET, Vancouver, BC V6B 8R2",Decorative Water Feature,Inactive,3/11/2025,N,6/12/2023,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1204998,49.2780027],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00503,"49.2780027, -123.1204998"
OP-2020-00510,"ATRIUM ONLY, 351 ABBOTT STREET, Vancouver, BC V6B 0G6",Decorative Water Feature,Active,11/8/2025,N,8/22/2024,0,blue,,,,,,,,,59863,"{""coordinates"":[-123.1078704,49.282637],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00510,"49.282637, -123.1078704"
OP-2020-00472,"7988 YUKON STREET, Vancouver, BC V5X 2Y7",Decorative Water Feature,Inactive,3/5/2026,N,11/18/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1142747,49.21263],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00472,"49.21263, -123.1142747"
OP-2020-00477,"801 W GEORGIA STREET, Vancouver, BC V6C 1P7",Cooling Tower,Active,3/8/2026,N,2/6/2025,0,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1188846,49.2836521],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00477,"49.2836521, -123.1188846"
OP-2020-00485,"2450 ONTARIO STREET, Vancouver, BC V5T 4T7",Cooling Tower,Inactive,11/20/2025,N,11/24/2024,0,blue,,,,,,,,,59863,"{""coordinates"":[-123.1041171,49.2635129],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00485,"49.2635129, -123.1041171"
OP-2020-01153,"1328 W PENDER STREET, Vancouver, BC V6E 4T1",Decorative Water Feature,Inactive,9/28/2025,N,12/2/2020,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1265641,49.2890268],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-01153,"49.2890268, -123.1265641"
OP-2020-00492,"6260 KILLARNEY STREET, Vancouver, BC V5S 2X7",Cooling Tower,Active,3/10/2025,N,2/5/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.0443707,49.2270589],""type"":""Point""}",Killarney,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00492,"49.2270589, -123.0443707"
OP-2020-00493,"125 E 10TH AVENUE, Vancouver, BC",Cooling Tower,Inactive,11/30/2025,Y,,,grey,,,,,,,,,50103,"{""coordinates"":[-123.1018454,49.2622719],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00493,"49.2622719, -123.1018454"
OP-2020-00494,"401 BURRARD STREET, Vancouver, BC V6C 3R2",Cooling Tower,Active,11/30/2025,Y,,,grey,,,,,,,,,50103,"{""coordinates"":[-123.1178324,49.2870917],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00494,"49.2870917, -123.1178324"
OP-2020-00495,"738 BROUGHTON STREET, Vancouver, BC V6G 3A7",Decorative Water Feature,Active,3/10/2026,N,1/15/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1288017,49.2881856],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00495,"49.2881856, -123.1288017"
OP-2020-00515,"900 BURRARD STREET, Vancouver, BC V6Z 3G5",Cooling Tower,Active,3/17/2026,N,2/6/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1241957,49.2815599],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00515,"49.2815599, -123.1241957"
OP-2020-00684,"2690 LARCH STREET, Vancouver, BC V6K 4K9",Cooling Tower,Active,4/6/2025,N,10/10/2024,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1601048,49.2620555],""type"":""Point""}",Kitsilano,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00684,"49.2620555, -123.1601048"
OP-2020-00708,"1661 ONTARIO STREET, Vancouver, BC V5Y 0C3",Rainwater Harvesting/Alternative Water Systems,Active,5/7/2025,N,2/7/2025,0,blue,0,0.54,12.8,,,,,,1001342,"{""coordinates"":[-123.1057123,49.2707526],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00708,"49.2707526, -123.1057123"
OP-2020-00730,"1233 W CORDOVA STREET, Vancouver, BC V6C 3R1",Cooling Tower,Inactive,5/24/2025,N,11/13/2024,,blue,,,,,,,,,50103,"{""coordinates"":[-123.1224349,49.2897815],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00730,"49.2897815, -123.1224349"
OP-2020-00713,"738 E 29TH AVENUE, Vancouver, BC V5V 0B6",Decorative Water Feature,Active,5/13/2025,N,1/29/2025,0,blue,,,,,,,,,1001364,"{""coordinates"":[-123.089483,49.2442932],""type"":""Point""}",Kensington-Cedar Cottage,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00713,"49.2442932, -123.089483"
OP-2020-00715,"2925 VIRTUAL WAY, Vancouver, BC V5M 4X5",Decorative Water Feature,Active,9/30/2025,N,12/9/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.0436068,49.2610162],""type"":""Point""}",Renfrew-Collingwood,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00715,"49.2610162, -123.0436068"
OP-2020-00740,"1300 PACIFIC BOULEVARD, Vancouver, BC V6Z 0A9",Decorative Water Feature,Inactive,12/22/2025,N,10/28/2022,,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1242636,49.2722663],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00740,"49.2722663, -123.1242636"
OP-2020-00745,"4600 CAMBIE STREET, Vancouver, BC",Decorative Water Feature,Inactive,12/22/2025,N,9/13/2024,,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1116616,49.2429527],""type"":""Point""}",Riley Park,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00745,"49.2429527, -123.1116616"
OP-2020-00748,"1458 MCRAE AVENUE, Vancouver, BC V6H 0B2",Decorative Water Feature,Active,5/26/2025,N,1/15/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1378502,49.2567206],""type"":""Point""}",Shaughnessy,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00748,"49.2567206, -123.1378502"
OP-2020-00753,"177 ROBSON STREET, Vancouver, BC V6B 0N3",Decorative Water Feature,Active,5/26/2025,N,12/12/2024,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1142411,49.2783219],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00753,"49.2783219, -123.1142411"
OP-2020-00759,"8238 LORD STREET, Vancouver, BC V6P 0G7",Cooling Tower,Inactive,5/28/2025,N,11/18/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1185104,49.2100322],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00759,"49.2100322, -123.1185104"
